Dino ID,Slot,Ability Name,Description,Damage,Stamina Cost,Cooldown
metri,Hide,Healing Presence,Resting or sleeping will increase your and all group members' healing by 25% when within a 10 meter radius. Has no effect when in combat. Range is increased at night by 100%. Further increases healing and range by 25% if you have at least one 'Noxious' stack. Applies only to carnivores.,-,800,-
metri,Legs,Leap,"Increases jump height. Increase maximum fall death by 10% . Reduces jump stamina cost by 15%. With at least one 'Noxious' stack, further increases jump height, increases maximum fall death by 15%, and reduces jump stamina cost by 30%.",-,"1,200",-
metri,Legs,Kick,"A kick attack that causes medium damage. Deals knockback if you have at least one 'Noxious' stack. Costs 5 Stamina to use during day, 2.5 Stamina to use at night.",30 (+ 8 Knockback with Noxious stacks),600,4s
metri,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces fall damage by 10%. Further increases effects if you have at least one 'Noxious' stack.",-,"1,100",-
metri,Tail,Tail Attack,Causes knockback.,20 + 8 Knockback,100,4s
metri,Voice,Healing Calls,"Provides three healing-based voice call abilities: Hustle, Healing Call, and Rejuvenating Roar.",-,500,-
metri,Sub-Voice,Hustle,"Increases group members' trotting speeds (ground, water and air) by 20% and stamina recovery by 10% within 75 meters for 300 seconds. Applies only to carnivores. Can apply to yourself while 'Deafened'. Costs 5 Stamina to use.",-,-,300s
metri,Sub-Voice,Healing Call,A call that grants a health restoration buff to all party members within 30 meters for 60 seconds. Healing is reduced if bleeding. Works through combat timer. Applies only to Carnivores. Can apply to yourself while 'Deafened'. Costs 12 Stamina to use.,-,-,180s
metri,Sub-Voice,Rejuvenating Roar,All group members within 30 meters heal status effects 100% faster for 60 seconds. Can be used solo. Applies only to carnivores. Can apply to yourself while 'Deafened'. Costs 15 Stamina to use.,-,-,300s
metri,Voice,Debuff Calls,"Provides three debuff-based voice call abilities: Intimidating Screech, Sundering Cry, and Draining Scream",-,500,-
metri,Sub-Voice,Intimidating Screech,All enemies within 40 meters deal 25% reduced damage for 60 seconds. Costs 20 Stamina to use.,-,-,300s
metri,Sub-Voice,Sundering Cry,Reduce armor of all enemies within 40 meters by 15% for 60 seconds. Costs 20 Stamina to use.,-,-,300s
metri,Sub-Voice,Draining Scream,Increases sprinting stamina consumption of all enemies within 30 meters by 25% for 60 seconds. Costs 20 Stamina to use.,-,-,300s
mira,Passives,Paralysis,"Attacking Miragaia applies Paralysis, which increases ability cooldowns up to 20% and reduces speed up to 10%. At full Paralysis, attackers will be briefly paralyzed. Once an attacker has been fully paralyzed, they will become immune to paralysis application or effects for 30 seconds. Apply 0.2 Paralysis when hit.",-,FREE,-
mira,Head,Spit,"Spit on all enemies within 10 meters to weaken their attack damage by 15% for 25 seconds. Stacks up to 2 times. If enemies reach 2 stacks of spit on them, they will become immune to any future Spit attacks for 5 minutes.",-15% per stack,500,60s
mira,Senses,Spiked Gathering,"Increases reflect damage by 10% for each Stegosaurus, Miragaia, and Kentrosaurus in your group within a 50 meter range. Stacks up to 5 times. You also gain immunity to reflect damage from your group members and 10% increased armor.",-,800,-
mira,Senses,Mudblock,"While covered in mud, gain 20% increased Bleed, Fracture, Venom, and Poison healing.",-,400,-
mira,Senses,Envenomation,"All attacks deal 5% less base damage, but gain 20% increased venom or toxin damage (dependent on your equipped Hide ability).",-5% Damage +20% Venom or Toxin,800,-
mira,Hide,Venom Spines,"Inflict Venom damage to enemies that attack you. Also applies venom damage to all your tail-based attacks. Venom dramatically reduces stamina recovery rate. 0.5 venom on tail attack, 1 on tail swing, 0.5 on lash, and 0.25 per hit on tail barrage. Reflect 0.1 venom when hit.",-,250,-
mira,Hide,Toxic Barbs,"Inflict Toxin damage to enemies that attack you. Also applies toxin damage to all your tail-based attacks. Your opponents will die if their health drops below the toxin level (up to 20% of their maximum health). 0.25 toxin on tail attack, 0.75 on tail swing, 0.5 on lash, and 0.25 per hit on tail barrage. Reflect 0.1 toxin when hit.",-,250,-
mira,Hide,Muddy Scales,"Activate to roll in dirt, covering yourself with mud. Gain up to 50% increased armor based on the amount of mud currently applied. Activate multiple times to apply more mud. Mud will wash off in water or rain. Additionally, gain 5% increased Paralysis damage while this Hide is equipped.",-,400,-
mira,Legs,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,"1,100",-
mira,Legs,Counter Turn,"Upon entering combat, gain 50% increased turning speed for 20 seconds. Has a 2 minute cooldown.",-,600,120s
mira,Legs,Caked On,Mud effects will persist 24x longer when wet. 15% increased stamina recovery rate if you are covered in mud.,-,300,-
mira,Back Limb,Lash,"Flail your tail aggressively, knocking back all enemies behind you for medium damage and applying venom or toxin (dependent on your equipped Hide ability). Costs 10 Stamina to use.",80 + 5 Knockback (+ 0.5 Venom OR + 0.5 Toxin dependent on Hide),500,6s
mira,Tail,Tail Swing,Charge up the attack and inflict more venom or toxin based on how long it's held (dependent on your equipped Hide ability). The direction of the tail swing depends on your camera aim.,95 (+ 1 Venom OR + 0.75 Toxin dependent on Hide),700,6s
mira,Tail,Tail Barrage,A low damaging tail attack that swings 3 times consecutively with a wide range. Applies more stacks of venom or toxin for every hit (dependent on your equipped Hide ability).,"40, 40, 40 + 4 Knockback (+ 0.3125 Venom per hit OR + 0.3125 Toxin per hit dependent on Hide)",300,6s
mira,Tail,Tail Attack,A medium damaging tail attack that also applies venom or toxin (dependent on your equipped Hide ability). The direction of the tail swing depends on your camera aim.,55 (+ 0.5 Venom OR + 0.25 Toxin dependent on Hide),FREE,3s
mira,Tail,Detonate,"A tail attack in a 6 meter radius that converts all venom status effects on the enemy into instant raw damage. If there are no venom effects on the enemy, it instead only deals very low damage. Costs 1 Stamina to use.","20 + 0-112.5 depending on Venom or Toxin (112.5 requires the enemy have full Venom or Toxin, does not stack if recipient has both)",800,8s
pachy,Generic,Headbutt,A quick headbutt attack. Can be used while running.,60,FREE,1.5s
pachy,Head,Skull Bash,"A head attack with a windup. Deals low damage but applies the 'Dazed' effect to its target for 3 seconds. While Dazed, movement speed is reduced by 5% and the target is unable to use active abilities. Targets can only be Dazed every 40 seconds. If this attack misses any target, you will become Dazed instead. Costs 5 Stamina to use.",40 + 3s Dazed,900,10s
pachy,Head,Charged Headbutt,Charged up headbutt that deals low damage and Fracture. Fracture amount inflicted is determined by the length the ability is charged for. Costs 5 Stamina to use.,50 + 20 Fracture,500,10s
pachy,Head,Batter,"A low damaging headbutt attack that rapidly turns to face behind you and change your direction, also knocking away all nearby targets. Your turn direction is determined by your camera. Costs 5 Stamina to use.",80 + 10 Knockback + Turn 180°,800,4s
pachy,Head,Airhead,Deal 25% more damage while jumping and boosts air control by 100%,+25% while jumping,800,-
pachy,Senses,Surefooted,Reduces fall damage by 15%. Decreases Dodge cooldown by 50%.,-,800,-
pachy,Senses,Home Run,Improves Charge knockback amount by 25%.,-,800,-
pachy,Senses,Hardheaded,Decreases Skull Bash and Charged Headbutt cooldowns by 50%.,-,800,-
pachy,Hide,Second Wind,Gain 150% increased stamina recovery for 8 seconds after receiving a hit in combat.,-,"1,200",8s
pachy,Hide,Kickboxer,Change Charge and Kick attack by: - Increasing damage by 50% - Increasing their Stamina cost by 20% - Removing their knockback,+50% to Charge and Kick,800,-
pachy,Hide,Domed Skull,Improves knockback on all attacks by 25% and decreases Charge stamina cost by 50%.,-,800,-
pachy,Legs,Kick,A kick attack that causes medium damage and deals Knockback. Costs 5 Stamina to use.,40 (46 while airborne) + 10 Knockback,500,5s
pachy,Legs,Charge,"Charge forward in a line for up to 6 seconds causing damage to the first thing you hit. Causes Knockback. Costs 2.5 Stamina per second to use, up to 15 Stamina.",80 + 20 Knockback,"1,100",15s
pachy,Back Limb,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,500,-
pachy,Back Limb,Long Distance Runner,Reduces running stamina drain by 15%.,-,"1,100",-
pachy,Back Limb,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,800,-
pachy,Tail,Dodge,A leaping dodge to the left or right based on camera direction. Costs 2.5 Stamina to use.,-,500,8s
pycno,Passives,Cracked Scutes,"Build up 1 stack of Cracked Scutes every 15 seconds, for a maximum of 5 stacks, even through combat (even if it doesn't say that). Provides 5% armor per active stack. Incoming attacks will remove 1 stack per hit. While a stack is active, attackers receive reflect damage when hitting certain areas of the body.",-,FREE,15s per stack
pycno,Head,Head Slam,"A head slam with a slow windup but deals high damage. Landing this attack will also hurt yourself with high recoil damage up to 20% of your Max Health. If this attack misses any target, you will become Dazed for 3 seconds. Costs 5 Stamina to use.",120 + 110 Recoil,900,7.5s
pycno,Head,Horn Swipe,Causes heavy knockback and uses stamina. Costs 2.5 Stamina to use.,5 + 22 Knockback,600,5s
pycno,Head,Headbutt,A quick headbutt attack that will also hurt yourself with 10% recoil damage up to 25% of your Max Health.,60 + 10 Knockback,400,3s
pycno,Head,Bite,Causes medium damage.,50,FREE,1.5s
pycno,Senses,Stability,Juke and Charge both use 25% less stamina and have a 25% faster cooldown.,-,"1,000",-
pycno,Senses,Mouth Guard,"While holding an item, receive less recoil damage from your attacks, up to 25% based on the size of the item held.",-,"1,000",-
pycno,Senses,Juggernaut,"Your attacks become up to 25% stronger when moving fast and running, also become 5% weaker when moving slowly or standing still.",25%/-5%,"1,000",-
pycno,Hide,Thick Scutes,Improves health recovery by 20%.,-,800,-
pycno,Hide,Second Wind,Gain 150% increased stamina recovery for 8 seconds after receiving a hit in combat.,-,"1,200",8s
pycno,Hide,Resilient Scales,Increases bleed and venom healing by 20%.,-,800,-
pycno,Legs,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,"1,100",-
pycno,Legs,Long Distance Runner,Reduces running stamina drain by 15%.,-,"1,100",-
pycno,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,"1,100",-
pycno,Back Limb,Knockout,Charge up this tail attack to inflict heavy knockback based on how long it's held.,65 + 16 Knockback,700,20s
pycno,Back Limb,Juke,Rapidly turn to face behind you and change your direction. The direction of your turn is based on camera direction. Costs 4 Stamina to use.,-,500,8s
pycno,Back Limb,Charge,"Charge forward in a line for up to 6 seconds, causing damage to anything you hit. Costs up to a maximum of 25 Stamina.",90 + 12 Knockback,"1,100",20s
pycno,Voice,Deep Breaths,Improves stamina recovery rate for you and all group members within 20 meters while trotting and walking by 40% for 2 minutes. Stacks up to 2 times. Works in combat.,-,500,240s
pycno,Voice,Bulldozer,Boosts knockback by 25% for 120 seconds for you and all nearby group members. Stacks up to 3 times. Costs 5 Stamina to use.,-,500,120s
ramp,Passives,Lucky Feather,"Survive one fatal attack if you have more than 25% health. It will bring you to a minimum of 200 health and 50 stamina and grants 10 seconds of immunity to all damage. While immune, you cannot deal any damage. Can only activate once every 5 minutes.",-,FREE,300s
ramp,Passives,Night Walker,25% increased stamina regeneration and 25% reduced food drain during night.,-,FREE,-
ramp,Passives,Strong Claws,Cannot be knocked off while latched.,-,FREE,-
ramp,Passives,Strong Grip,Gain 200% increased armor for 10 seconds. Must be latched to activate. Buff is decaying over time.,-,FREE,-
ramp,Generic,Pounce,"Latch onto another creature, allowing you to perform attacks and other abilities. Release from the latch by jumping. Will automatically release when out of stamina. Deal 50% less damage while latched.",-,FREE,5s
ramp,Head,Spearing Bite,An attack which inflicts no damage to players. Deals additional damage to critters. Completely refills your stamina upon catching a fish.,0,FREE,1.5s
ramp,Head,Scab Picker,"While pounced on an enemy, peck to heal yourself and also reduce the target's bleed heal rate by 7% for 7.5 seconds. Stacks up to 5 times. Reaching max stacks applies the 'Woozy' debuff, which reduces the target's turn speed by 50% for 10 seconds. Targets will be immune to 'Woozy' for 60 seconds afterwards. While not pounced, behaves as a weak bite that can damage critters.",,300,2s
ramp,Senses,Flock Migration,"When gliding, stamina drains 2 times slower. If gliding within 50 meters of any other flying player, stamina drains 4 times slower instead. Does not stack.",-,800,-
ramp,Senses,Plague Carrier,"While latched onto an enemy, continuously applies stacks of 'Pestilent' to it and any nearby enemies within 50 meters. Each stack of 'Pestilent' reduces health recovery by 5%, stamina recovery by 5%, and bleeding recovery by 2.5%, and increases food and water drain by 50%, up to 10 stacks. The latched target gains stacks faster over time. User is immune to 'Pestilent'.",-,"1,000",-
ramp,Front Limb,Dart,"A rapid dart forward usable in air, water, and on land. Deals additional damage to critters. Deals no damage to players. Costs 2.5 Stamina to use.",0,200,9s
ramp,Hide,Seabird,"Double duration of the Fishy Breath effects. Gain 15% faster swimming speed, 20% faster swimming stamina recovery, 10% faster turning while in the water, and grants Nictitating Membrane. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,500,-
ramp,Hide,Echoing Calls,Buffs all call durations by 25% during the day and 50% during the night. 20% increased stamina recovery.,-,600,-
ramp,Hide,Deep Claws,"30% increased bucking resistance. While low on health, gain dramatically increased health recovery until health is healed to 25%. Allows healing while flying. (Healing while flying is reduced to 25% of normal healing rate)",-,400,-
ramp,Legs,Shared Rhythm,"While latched onto another creature, reduces their ability cooldowns by 12.5% and stamina cost by 10%. Stacks up to 4 times.",-,"1,000",-
ramp,Legs,Infectious Touch,"While latched onto another creature not in your group, reduces their armor by 10% per stack and steadily applies venom, poison, and toxin. Stacks up to 2 times.",-,"1,000",-
ramp,Voice,Rat Out,A vocal call that will make all creatures not in your group within 20 meters perform a broadcast call. Group members also get a 20% trot speed increase for 30 seconds if they are within 100 meters. Buff will be removed if you are in combat or enter combat. Costs 10 Stamina to use.,-,700,300s
ramp,Voice,Plotting Whispers,Increases the attack damage of a pounced creature by 20% for 30 seconds. Can only be used while latched and persists after unlatching.,-,600,-
ramp,Voice,Fishy Breath,Applies your most recent buff acquired from eating a fish to all creatures in your group within 50 meters. Only usable while in a group. Costs 5 Stamina to use.,-,300,600s
ramp,Voice,Bloodthirsty Hunters,Increases bleed damage of grouped dinosaurs by 25% for 60 seconds within a 30 meter radius. Only usable while in a group. Costs 5 Stamina to use.,-,"1,000",300s
sarco,Passives,Armored Tail,Damage and status effects inflicted on your tail is dramatically reduced.,-95%,FREE,-
sarco,Passives,Nictitating Membrane,"Gain the ability to dive underwater and increases water mobility. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,FREE,-
sarco,Passives,Biding Time,"While not moving in water, reduce hunger and thirst depletion by 50%. Slowly replenishes thirst over time while in the water. Aquatic critters, excluding Alpha critters, will not attack you unless you are sprint swimming.",-,FREE,-
sarco,Passives,Dreadful Presence,"All nearby enemies replenish food and water 50% slower within 50 meters. An indicator will display the closest grounded target, drinking or eating, affected by Dreadful Presence. Does not stack. Must be in water to use.",-,FREE,-
sarco,Generic,Clamp,"Bite and hold onto enemies with a combat weight of 3001 or less for as long as your stamina allows, can move and drag them around. Immune to knockback while carrying another dinosaur. Costs 10 Stamina to use.",0,FREE,3s
sarco,Head,Swerve,A bite attack that rapidly turns to face behind you and change your direction. Deals 35% increased damage if on land. Costs 7.5 Stamina to use.,60 (81 on land),600,15s
sarco,Head,Bite,Causes medium damage. Performs a Death Roll when biting a clamped target.,50 (50 while deathrolling),FREE,1.5s
sarco,Head,Asphyxiating Snap,Drains 35 oxygen and 15 stamina from target and deals low damage. Must be in water to use.,40,900,10s
sarco,Senses,Strong Jaws,Increases Clamp's Death Roll damage by 35%. 25% reduced bucking effectiveness.,+35% to Death Roll (50 to 67.5),800,-
sarco,Senses,Patient Lurking,50% increased oxygen recovery. 50% decreased oxygen drain and 20% increased damage while underwater.,+20% underwater,800,-
sarco,Senses,Caked On,Mud effects will persist 24x longer when wet. 15% increased stamina recovery rate if you are covered in mud.,-,300,-
sarco,Hide,Strong Lungs,50% increased armor while in water. 50% decreased swim stamina drain. 100% increased oxygen recovery.,-,800,-
sarco,Hide,Rugged Scales,25% increased armor. 50% increased health recovery while on land. 30% increased status effect recovery rate while in water.,-,800,-
sarco,Hide,Muddy Scales,"Activate to roll in dirt, covering yourself with mud. Gain up to 50% increased armor based on the amount of mud currently applied. Activate multiple times to apply more mud. Mud will wash off in water or rain.",-,400,-
sarco,Legs,Mud Slide,"While covered in mud, dash forward for at least 4 seconds, depleting mud as you slide. Sliding downhill increases speed, while sliding uphill reduces speed and may end the slide early. Duration scales with mud amount and ends when you run out. Carrying a dinosaur while sliding will increase your mud depletion rate. Costs 5 Stamina to activate.",-,800,15s
sarco,Legs,Gator Dash,"Activate for a quick forward boost of speed. Can be used for up to 10 seconds on land or up 2.5 seconds in water. On land, costs 10 Stamina to activate, and 2 Stamina per second to use. In water, costs 5 Stamina to activate, and 5 Stamina per second to use.",-,900,15s on land 10s in water
sarco,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,"1,100",-
spino,Passives,Nictitating Membrane,"Gain the ability to dive underwater and increases water mobility. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,FREE,-
spino,Passives,Ironclad,10% increased armor.,-,FREE,-
spino,Head,Lunging Snap,Activate while swimming to dart forward and bite. Deals 35% increased damage if underwater. Can be used as a regular bite outside of water. Costs 8 Stamina when used in water.,80 in water (108 underwater) 50 on land,900,10s in water 3s on land
spino,Head,Snapjaw,"A wind up attack applying 1 stack of 'Sliced' debuff. Adding 2 stacks instead of 1 if you are wet. Sliced reduces the movement speed of the target by 2%, and stacks up to 5 times. Upon reaching 5 stacks of Sliced, the target gains immunity to any additional Sliced stacks for 5 minutes.",65,500,6s
spino,Head,Bite,Causes medium damage.,50,FREE,1.75s
spino,Senses,Waterborne,"While wet on land, gain up to 3x acceleration and up to 10% armor based on your wetness amount. Makes you dry out slower outside of water. 15% increased stamina recovery rate while Swimming.",-,800,-
spino,Senses,Shockwave,Area of Effect attacks now have 25% increased range. Area of Effect attacks deal 50% reduced damage to group members.,-,800,-
spino,Senses,Patient Lurking,50% increased oxygen recovery. 50% decreased oxygen drain and 20% increased damage while underwater.,-,800,-
spino,Front Limb,Drenched Strike,A claw attack that causes medium damage. Deals 65% increased damage if you are wet. Applies the 'Sliced' Debuff if you are dry. Costs 4 Stamina to use.,50 (82.5 if condition is met),600,6s
spino,Front Limb,Claw Slam,"Slam your claws into the ground repeatedly up to 5 times, dealing damage in an Area of Effect of 5 meters. Continuously drains stamina while active. Deals knockback. Can be interrupted by knockback. Costs 4 Stamina to use.",40 + 0.5 Knockback,"1,000",15s
spino,Front Limb,Claw Attack,A claw attack that causes medium damage.,60,200,2s
spino,Hide,Streamlined,15% increased swim speed. 50% increased health recovery rate while diving.,-,900,-
spino,Hide,Solar Powered,"While it is day, increases stamina recovery by 50%. While it is night, increases armor by 10%.",-,800,-
spino,Hide,Bright Sail,"Increases your armor up to 15% if inflicted with Bleed, Venom, Toxin, Poison, or Fracture. Scales based on status amount. Does not stack from multiple status effects.",-,"1,100",-
spino,Back Limb,Tide Strider,"While wet on land, gain up to 35% increased stamina recovery rate based on your wetness amount.",-,800,-
spino,Back Limb,Lunge,Lunge forward when in water. Deals no damage. Costs 5 Stamina to use.,-,400,25s
spino,Tail,Undertow,Swing your tail to create a water vortex that creates a 15 meter Area of Effect damaging all nearby dinosaurs and pulling players towards you. Provides 50% armor for the duration of the attack when used in water. Usable on land as a normal Area of Effect attack dealing small knockback. Costs 4 Stamina to use.,70 in water 90 + 10 Knockback on land,"1,200",15s
spino,Tail,Sweep,An attack that causes high damage. Deals knockback if in water.,65 (+ 8 Knockback in water),100,7s on land 15s in water
spino,Voice,Rallying Call,A call that increases all group members' armor by 25% within 50 meters. Costs 8 Stamina to use.,-,800,240s
spino,Voice,Dazing Bellows,"Your Area of Effect attacks now apply 'Dazed' for 120 seconds. While Dazed, targets have reduced movement speed by 5% and can't use active abilities. Targets can only be Dazed every 40 seconds. Costs 8 Stamina to use.",-,800,180s (40 seconds for the dazed immunity. Description incorrectly says 20)
stego,Senses,Lone Survivor,10% increased armor and x2 acceleration when not in a group.,-,700,-
stego,Senses,Fresh Blood,Increases attack by 10% when within 50 meters of a bleeding creature.,0.1,"1,000",-
stego,Hide,Solar Powered,Increases stamina recovery by 50% during the day.,-,800,-
stego,Hide,Resilient Scales,Increases bleed and venom healing by 20%.,-,800,-
stego,Hide,Tough Scutes,Increases armor by 15%.,-,800,-
stego,Legs,Pivot,Standing in place for 5 seconds dramatically increases your turning speed by 75%. Lasts until you move.,-,900,-
stego,Back Limb,Long Distance Runner,Reduces running stamina drain by 15%.,-,"1,100",-
stego,Tail,Tail Attack,An attack that causes heavy bleed damage.,80 + 0.75 Bleed,FREE,2s
stego,Tail,Tail Swing,Charge up the attack and inflict bleed based on how long it's held. Costs 15 Stamina to use.,160 + 2 Bleed,700,8s
struthi,Passives,Feathery Hide,"Build up 1 stack of Feathery Hide every 30 seconds, for a maximum of 5 stacks. Reduces incoming damage by 5% per active stack. Incoming attacks will remove 1 stack per hit. Does not regenerate during combat.",-,FREE,30s
struthi,Passives,Double Jump,Able to jump again mid-air. Only usable for 2 seconds after leaving the ground.,-,FREE,Until Landed
struthi,Head,On Alert,"After standing still for 5 seconds, activate this ability to look around a 200 meter range. Footsteps by other players will appear in a radius on the player’s UI, showing their direction.",-,FREE,-
struthi,Senses,Scout,Gain 10% increased trotting speed.,-,"1,200",-
struthi,Senses,Herbivore Parade,"Increase stamina recovery by 10% when not grouped. In a group, your stamina recovery increases by 10% per nearby Camptosaurus, Struthiomimus, Kentrosaurus, or Pachycephalosaurus, up to 10 stacks within 75 meters. If you have Herbivore Parade equipped, all listed species grant stacks; otherwise, only those with this ability do.",-,800,-
struthi,Senses,Escape,"When hit for the first time, gain a 20% speed boost for 10 seconds but deal no damage while it's active. Can only be triggered once every 5 minutes.",-,800,300s
struthi,Front Limb,Slipstream,Increases the movement speed of all herbivores trotting or sprinting behind you by 15% while this ability is active. Cancels when in combat.,-,"1,200",5s
struthi,Hide,Thick Feathers,Increases health recovery rate by 50%.,-,700,-
struthi,Hide,Display Feathers,Increase the duration of your calls by 20%.,-,700,-
struthi,Hide,Hollow Bones,Reduces jumping stamina cost by 20%.,-,400,-
struthi,Legs,Strong Legs,Take 60% less knockback and 15% increased fracture healing.,-,"1,100",-
struthi,Legs,Long Distancd Runner,Reduces running stamina drain by 15%.,-,"1,100",-
struthi,Legs,Leap,"Increases jump height by 50%, triples in-air control, and decreases fall damage by 20%.",-,"1,200",-
struthi,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,"1,100",-
struthi,Back Limb,Kick Barrage,"A quick attack that hits 3 times, increasing in power with each hit.","35, 40.25, 45.5",500,5s
struthi,Back Limb,Kick,A kick attack that causes medium damage.,40,FREE,2s
struthi,Voice,Survival Calls,Provides three survival-based voice call abilities:,-,500,-
struthi,Sub-Voice,Hustle,A call that increases your group's trotting speed by 20% for 5 minutes within 75 meters. Costs 10 Stamina to use.,-,-,300s
struthi,Sub-Voice,Dust Off,"Dust off group members up to 20 meters behind you, reducing sprinting stamina drain by 50% for 1 minute. This ability can be used when Deafened.",-,-,300s
struthi,Sub-Voice,Rat Out,"A call that makes all creatures within 20 meters perform a broadcast call. All affected creatures in your group will gain 20% increased trot movement speed for 30 seconds. Cannot be used while in combat, and deactivates if combat is triggered. Must be in a group to use. Costs 20 Stamina to use.",-,-,300s
struthi,Voice,Combat Calls,"Provides three combat-based voice call abilities: Safeguard, Tantrum and Swift Tempo.",-,500,-
struthi,Sub-Voice,Safeguard,Increases armour by 10% for all group members within 30 meters for 25 seconds. Costs 5 Stamina to use.,-,-,5s
struthi,Sub-Voice,Tantrum,Increases attack damage by 10% for all group members within 30 meters for 25s. Costs 5 Stamina to use.,0.1,-,5s
struthi,Sub-Voice,Swift Tempo,Decreases ability cooldowns by 25% for all group members within 30 meters for 15s. Costs 5 Stamina to use.,-,-,2s
sty,Passives,Spiked Frill,Attackers take damage when hitting your head or neck. Take no extra damage from head attacks.,2 + 0.2 Bleed (4 + 0.4 Bleed with albertensis subspecies),FREE,-
sty,Head,Ram,A slow but powerful headbutt attack. Causes forward momentum when used. Costs 5 Stamina to use.,75 + 0.5 Bleed,800,7s
sty,Head,Puncture,"Attack with your frill spines, impaling them into your target. Punctured enemies will suffer increased Bleed damage and have reduced bleed heal rate by 5% per stack. Each of your missing spines will regrow in 120 seconds.",15 + 0.25 Bleed,500,1.5s
sty,Head,Joust,"Wind up a headbutt attack for up to 4 seconds, and release it for a quick forward boost while dealing damage. Inflicts Bleed based on how long it's held. 20% reduced movement speed while winding up. Costs 5 Stamina to use.",75 + 0.4 Bleed,"1,100",7s
sty,Head,Headbutt,A quick headbutt attack that causes high damage and low bleed.,50 + 0.4 Bleed,FREE,2s
sty,Senses,Frilled Bond,Increases damage by 10% and armor by 10% to yourself and any Ceratopsians in your group within 50 meters. Stacks up to 4 times.,+10% per stack,700,-
sty,Senses,Braced Impacts,"Successfully landing a Joust attack increases your armor by 2x for 3 seconds, and restores 3 stamina.",-,"1,100",
sty,Senses,Blunted Horns,"Ram no longer deals Bleed damage, but gains 50% increased damage and a 25% shorter cooldown.",112.5 + 0 Bleed on Ram,700,5.25s on Ram
sty,Hide,Resilient Spikes,"Increases Bleed heal, Fracture heal, Poison heal, Venom heal, and Toxin heal by 20%.",-,"1,100",-
sty,Hide,Regenerative Spines,25% increased stamina recovery. Spines spent from Puncture will regenerate 50% faster.,-,800,60 seconds on Puncture
sty,Hide,Bright Crest,"Increases your damage up to 25% if inflicted with Bleed, Venom, Toxin, Poison, or Fracture. Scales based on status amount. Does not stack from multiple status effects.",up to +25%,"1,100",-
sty,Legs,Vault,"Gain the ability to jump. Increases maximum fall death speed by 40% (from 2200 to 3080), reducing fall damage. Reduces running stamina drain by 15%.",-,"1,100",-
sty,Legs,Charge,"Charge forward in a line at a speed of 1800 for up to 7 seconds, causing damage to anything you hit. Costs 5 Stamina to activate, and 2 Stamina per second, up to 35 Stamina to use.",90 + 1 Bleed,"1,100",30s
sucho,Generic,Nictitating Membrane,"See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,FREE,-
sucho,Head,Shark Bite,"Bite attack that will deal medium damage and small bleed, but will break off one of your teeth and stick it into your target. Bitten enemies will have reduced bleed heal rate by 7.5% and increased bleed damage per stack for 60 seconds. Each tooth will regrow in 60 seconds, and regenerate 25% faster if dry.","30 + 0.4 Bleed (-7.5% to -25% bleed heal, +7.5% to +25% incoming bleed damage)",500,1.5s
sucho,Head,Riptide,"Bite attack that bites 4 times and increases in power with each hit and deals up to 10% more damage if you are wet, and an additional up to 10% if the target is wet. This attack cools down faster while you are wet.","20, 22, 24, 26 (22-28 if one condition is met, 24-30 if both conditions are met) 92 total per barrage (100 total if one condition is met, 108 if both conditions are met)",900,10s (5s if wet)
sucho,Head,Hooked Snap,"A bite and claw attack. Each time you catch a fish, you will now gain 2 stacks of 'Hooked Snap', up to a maximum of 20 stacks. While these stacks are active, a Hooked Snap attack will deal 50% increased damage. Each successful bite will remove 1 stack of Hooked Snap.",50 (75 with Hooked Snap stack),500,3.5s
sucho,Head,Bite,"An attack that deals 15% more damage if you are dry, plus 15% additional damage if the target is also dry.","40 (46 if one condition met, 52 if both conditions met)",FREE,1.2s
sucho,Senses,Strong Lungs,50% increased stamina recovery rate and 15% increased max oxygen while Swimming.,-,900,-
sucho,Senses,Shed Teeth,Teeth lost while using Shark Bite will regenerate twice as fast.,-,800,-
sucho,Front Limb,Claw Barrage,A low damaging attack that swings 4 times and increases for every hit you land. Deals 15% increased damage to wet targets.,"18, 22.5, 27, 31.5 (20.7, 25.2, 29.7, 34.2 to wet targets) 99 total per barrage (109.8 if condition is met)",500,3s
